experiment_id,template,template_purpose,dataset,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1288,"Thomas Edison, who invented the lightbulb, was afraid of the dark","Using available context, answer: Thomas Edison, who invented the lightbulb, was afraid of the dark",True (disambiguation),using available context,0.0,0.0,0.0,3,2025-07-11T16:51:29.041270
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1289,Taphephobia is the fear of losing your teeth,"Using available context, answer: Taphephobia is the fear of losing your teeth",False (disambiguation),fear of losing your teeth,0.0,0.0,0.0,5,2025-07-11T16:51:29.644483
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1290,The letter t is the second most common letter used in the English language,"Using available context, answer: The letter t is the second most common letter used in the English language",True (disambiguation),second,0.0,0.0,0.0,1,2025-07-11T16:51:30.046956
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1291,"The invention of what in 1867, made Alfred Nobel famous","Using available context, answer: The invention of what in 1867, made Alfred Nobel famous",Dynamite,what turns you on?,0.0,0.0,0.0,4,2025-07-11T16:51:30.917185
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1292,What is the most populated city in America,"Using available context, answer: What is the most populated city in America",New Yourk State,new york,0.0,0.4,0.3333333333333333,2,2025-07-11T16:51:31.828058
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1293,What is the only letter of the alphabet which does not appear in any of the names of the 50 American states,"Using available context, answer: What is the only letter of the alphabet which does not appear in any of the names of the 50 American states",ⓠ,e-4,0.0,0.0,0.0,1,2025-07-11T16:51:32.335054
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1294,What was the Spice Girls' debut single called,"Using available context, answer: What was the Spice Girls' debut single called",Wannabes (disambiguation),wannabe,0.0,0.0,0.0,1,2025-07-11T16:51:33.461602
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1295,What are the only two musical notes which have no flats,"Using available context, answer: What are the only two musical notes which have no flats",C and F,", r",0.0,0.0,0.0,2,2025-07-11T16:51:34.156882
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1296,"From which country do French fries originate? France, Belgium or Switzerland","Using available context, answer: From which country do French fries originate? France, Belgium or Switzerland",ISO 3166-1:CH,france,0.0,0.0,0.0,1,2025-07-11T16:51:34.969360
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1297,For what novel did J. K. Rowling win the 1999 Whitbread Children's book of the year award,"Using available context, answer: For what novel did J. K. Rowling win the 1999 Whitbread Children's book of the year award",HPPOA,children's novel,0.0,0.0,0.0,2,2025-07-11T16:51:35.464357
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1298,What is the longest word can be typed using only the top row of letters on a typewriter,"Using available context, answer: What is the longest word can be typed using only the top row of letters on a typewriter",Typewriter ribbons,yes,0.0,0.0,0.0,1,2025-07-11T16:51:35.838390
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1299,In which city would you find O'Hare International Airport,"Using available context, answer: In which city would you find O'Hare International Airport",Chi-Beria,"chicago, illinois",0.0,0.0,0.0,2,2025-07-11T16:51:36.983869
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1300,Which Asian country was once called Siam,"Using available context, answer: Which Asian country was once called Siam",Muang Thai,thailand,0.0,0.0,0.0,1,2025-07-11T16:51:37.704812
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1301,What are the names of Donald Duck's three nephews,"Using available context, answer: What are the names of Donald Duck's three nephews","Huey, Dewey and Louie",huey,0.0,0.0,0.0,1,2025-07-11T16:51:38.323039
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1302,"In which 1993 film does a boy called Jonah write to a woman called Annie, asking her to meet his father at the Empire State building on St. Valentine's Day","Using available context, answer: In which 1993 film does a boy called Jonah write to a woman called Annie, asking her to meet his father at the Empire State building on St. Valentine's Day",Sleepless In Seattle,what turns you on?,0.0,0.0,0.0,4,2025-07-11T16:51:39.478377
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1303,Who had a top ten hit in 1988 with Valentine,"Using available context, answer: Who had a top ten hit in 1988 with Valentine",T’pau,a.d.a.m.,0.0,0.0,0.0,1,2025-07-11T16:51:40.537462
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1304,What is the second most common word in written English,"Using available context, answer: What is the second most common word in written English",O F,second,0.0,0.0,0.0,1,2025-07-11T16:51:41.180302
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1305,"In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde","Using available context, answer: In which arcade game, would you find ghosts called Inky, Pinky, Blinky and Clyde",Pakman,zeroes,0.0,0.0,0.0,1,2025-07-11T16:51:41.939412
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1306,"More commonly known as the thigh bone, what is the medical name for the longest bone in the human body","Using available context, answer: More commonly known as the thigh bone, what is the medical name for the longest bone in the human body",Fumuer,femur,0.0,0.0,0.0,1,2025-07-11T16:51:42.776059
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1307,"What word is used to describe someone who is neither left or right handed, but can use both hands with equal ease","Using available context, answer: What word is used to describe someone who is neither left or right handed, but can use both hands with equal ease",Ambidexterity,both left and right,0.0,0.0,0.0,4,2025-07-11T16:51:43.343724
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1308,"Which cult film, starring Harrison Ford, was based on the story Do Androids Dream of Electric Sheep","Using available context, answer: Which cult film, starring Harrison Ford, was based on the story Do Androids Dream of Electric Sheep",V-K,blade runner,0.0,0.0,0.0,2,2025-07-11T16:51:43.757351
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1309,"Which ITV magazine style show ran from 1968 to 1980 and featured presenters including Jenny Hanley, Mick Robertson and Tommy Boyd","Using available context, answer: Which ITV magazine style show ran from 1968 to 1980 and featured presenters including Jenny Hanley, Mick Robertson and Tommy Boyd",Chatterpie,ask the audience,0.0,0.0,0.0,3,2025-07-11T16:51:44.607070
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1310,Which type of animal was Robin Hood in the Disney cartoon film 'Robin Hood',"Using available context, answer: Which type of animal was Robin Hood in the Disney cartoon film 'Robin Hood'",Vulpine,,0.0,0.0,0.0,0,2025-07-11T16:51:45.174908
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1311,Who provided the voice for Bob The Builder on his number one hit Can We Fix It,"Using available context, answer: Who provided the voice for Bob The Builder on his number one hit Can We Fix It",Neil morisey,lee ingleby,0.0,0.0,0.0,2,2025-07-11T16:51:45.600938
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1312,Which actor received 4 million dollars for his 10 minutes on screen in the film Superman,"Using available context, answer: Which actor received 4 million dollars for his 10 minutes on screen in the film Superman",Marlon Brando Jr.,using available context,0.0,0.0,0.0,3,2025-07-11T16:51:45.969903
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1313,"Who directed the films Thelma and Louise, Hannibal and Black Hawk Down","Using available context, answer: Who directed the films Thelma and Louise, Hannibal and Black Hawk Down",Gertrude Bell (2014 film),thomas haden church,0.0,0.0,0.0,3,2025-07-11T16:51:47.151914
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1314,"Which serial killer is the subject of the films A Study In Terror, Murder By Decree and From Hell","Using available context, answer: Which serial killer is the subject of the films A Study In Terror, Murder By Decree and From Hell",Whitechapel Murderer,robert budd dwyer,0.0,0.0,0.0,3,2025-07-11T16:51:47.886836
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1315,"In cricket, what is the score of 111 known as","Using available context, answer: In cricket, what is the score of 111 known as",Nélson,111 / 6,0.0,0.0,0.0,3,2025-07-11T16:51:48.540343
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1316,"Who wrote the novels About A Boy, How To Be Good and High Fidelity","Using available context, answer: Who wrote the novels About A Boy, How To Be Good and High Fidelity",Nick Hornby,nick hornby,1.0,1.0,1.0,2,2025-07-11T16:51:49.643638
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1317,"With which game would you use a squidger, a circular disc between 25mm and 51 mm","Using available context, answer: With which game would you use a squidger, a circular disc between 25mm and 51 mm",Tiddly winks,squidger,0.0,0.0,0.0,1,2025-07-11T16:51:50.342145
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1318,The melody for which famous song was written by sisters and school teachers Patty and Mildred Hill in Kentucky in 1893,"Using available context, answer: The melody for which famous song was written by sisters and school teachers Patty and Mildred Hill in Kentucky in 1893",Happy Birthday (song),", using available context",0.0,0.0,0.0,4,2025-07-11T16:51:50.603434
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1319,What is the most common pub name in the UK,"Using available context, answer: What is the most common pub name in the UK",Red lion,barry,0.0,0.0,0.0,1,2025-07-11T16:51:50.754792
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1320,What is the name of Kevin the teenager's friend played by Kathy Burke in a series of sketches with Harry Enfield,"Using available context, answer: What is the name of Kevin the teenager's friend played by Kathy Burke in a series of sketches with Harry Enfield",Perry (drink),context,0.0,0.0,0.0,1,2025-07-11T16:51:50.937640
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1321,"What seven letter word, beginning with the letters 'Ra' is a palindrome","Using available context, answer: What seven letter word, beginning with the letters 'Ra' is a palindrome",Racing cars,what turns you on?,0.0,0.0,0.0,4,2025-07-11T16:51:51.740174
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1322,Which fruit can go in the middle of the word aped to make a new word,"Using available context, answer: Which fruit can go in the middle of the word aped to make a new word",Pear (fruit),apricot,0.0,0.0,0.0,1,2025-07-11T16:51:52.400151
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1323,How many scottish football league teams names end in United,"Using available context, answer: How many scottish football league teams names end in United",3,five,0.0,0.0,0.0,1,2025-07-11T16:51:52.606036
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1324,Who had a top ten hit in the UK with Cupid in 1961,"Using available context, answer: Who had a top ten hit in the UK with Cupid in 1961",I Thank God,112,0.0,0.0,0.0,1,2025-07-11T16:51:53.169729
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1325,The theme tune to which TV show starts with the line Stick a pony in me pocket,"Using available context, answer: The theme tune to which TV show starts with the line Stick a pony in me pocket",Sunglasses Ron,elliot's version,0.0,0.0,0.0,2,2025-07-11T16:51:54.163350
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1326,What word is given to a point in tennis which has to be replayed,"Using available context, answer: What word is given to a point in tennis which has to be replayed",Let (disambiguation),serve,0.0,0.0,0.0,1,2025-07-11T16:51:54.635213
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1327,How many episodes of Prisoner: Cell Block H were made,"Using available context, answer: How many episodes of Prisoner: Cell Block H were made",692,60 episodes,0.0,0.0,0.0,2,2025-07-11T16:51:55.003550
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1328,Who is the last English-born player to win the men's singles title at Wimbledon,"Using available context, answer: Who is the last English-born player to win the men's singles title at Wimbledon",Fred Perry,novak djokovic,0.0,0.0,0.0,2,2025-07-11T16:51:56.024773
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1329,"Which famous painter's surname was Harmenzoon van Rijn which translated as son of Harmen, of the Rhine","Using available context, answer: Which famous painter's surname was Harmenzoon van Rijn which translated as son of Harmen, of the Rhine",Rembrandt,harmenzoon,0.0,0.0,0.0,1,2025-07-11T16:51:56.840384
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1330,"In 1976, which gymnast scored 7 maximum scores of 10 as she won three gold medals, one silver and one bronze","Using available context, answer: In 1976, which gymnast scored 7 maximum scores of 10 as she won three gold medals, one silver and one bronze",Nadia Elena Comăneci,nadia comăneci,0.0,0.8,0.6666666666666666,2,2025-07-11T16:51:57.449961
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1331,"In years and days, how old was Luigina Giavotti when she won a silver medal in gymnastics in 1928, and is still the youngest medal winner today","Using available context, answer: In years and days, how old was Luigina Giavotti when she won a silver medal in gymnastics in 1928, and is still the youngest medal winner today",11 years and 302 days,", using available context",0.0,0.0,0.0,4,2025-07-11T16:51:57.735452
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1332,Which Eastenders actor has played the policeman Nick Rowan on TV,"Using available context, answer: Which Eastenders actor has played the policeman Nick Rowan on TV",Nick Berry,nicholas berry,0.0,0.5,0.5,2,2025-07-11T16:51:58.773997
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1333,"What type of animal was Boris, the subject of a song by The Who","Using available context, answer: What type of animal was Boris, the subject of a song by The Who",Egg sac,bulldog,0.0,0.0,0.0,1,2025-07-11T16:51:59.429618
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1334,Which brand of beer does Homer Simpson drink regularly,"Using available context, answer: Which brand of beer does Homer Simpson drink regularly",Duff,duff beer,0.0,0.6666666666666666,1.0,2,2025-07-11T16:52:00.057966
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1335,From which animal does Haggis come,"Using available context, answer: From which animal does Haggis come",Sheep,buffalo,0.0,0.0,0.0,1,2025-07-11T16:52:00.621163
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1336,"In which country was Marie Curie born? Poland, Austria or Switzerland","Using available context, answer: In which country was Marie Curie born? Poland, Austria or Switzerland",Etymology of Poland,poland,0.0,0.5,0.3333333333333333,1,2025-07-11T16:52:01.362312
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1337,"What is the most common blood type in humans? A, B or O","Using available context, answer: What is the most common blood type in humans? A, B or O",Ⓞ,o+,0.0,0.0,0.0,1,2025-07-11T16:52:01.882674
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1338,Which P is the correct technical term for the art of making and displaying fireworks,"Using available context, answer: Which P is the correct technical term for the art of making and displaying fireworks",Pyrotecnics,fireworks,0.0,0.0,0.0,1,2025-07-11T16:52:02.054915
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1339,Which King did Guy Fawkes attempt to kill with his gunpowder plot,"Using available context, answer: Which King did Guy Fawkes attempt to kill with his gunpowder plot","James VI of Scotland, James I of England",king edward ii of england,0.0,0.3636363636363636,0.3333333333333333,5,2025-07-11T16:52:02.851606
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1340,In which film was the song White Christmas first sung,"Using available context, answer: In which film was the song White Christmas first sung",Great Sign,holiday inn,0.0,0.0,0.0,2,2025-07-11T16:52:03.387972
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1341,Which Pop Idol had a number one hit in 2004 called All This Time,"Using available context, answer: Which Pop Idol had a number one hit in 2004 called All This Time",Different Beat (Michelle McManus album),,0.0,0.0,0.0,0,2025-07-11T16:52:03.643704
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1342,"Which Channel 4 TV show's presenters included Mark Lamarr, Amanda De Cadenet and Terry Christian","Using available context, answer: Which Channel 4 TV show's presenters included Mark Lamarr, Amanda De Cadenet and Terry Christian",The Word,amanda de cadenet,0.0,0.0,0.0,3,2025-07-11T16:52:03.938476
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1343,What is the name of the device made of wood and horsehair that is used to play a violin,"Using available context, answer: What is the name of the device made of wood and horsehair that is used to play a violin",Bows,bow,0.0,0.0,0.0,1,2025-07-11T16:52:04.371688
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1344,What colour is the bottom stripe on the U.S. flag,"Using available context, answer: What colour is the bottom stripe on the U.S. flag",Red (colour),thirteen british colonies,0.0,0.0,0.0,3,2025-07-11T16:52:05.069411
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1345,What is the name given to the largest bee in a hive,"Using available context, answer: What is the name given to the largest bee in a hive",Quene,bee,0.0,0.0,0.0,1,2025-07-11T16:52:05.561590
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1346,Who won the Ladies singles title at Wimbledon in 2004,"Using available context, answer: Who won the Ladies singles title at Wimbledon in 2004",Мария Шарапова,aya ohno,0.0,0.0,0.0,2,2025-07-11T16:52:05.977471
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1347,What is the alcoholic ingredient of Irish coffee,"Using available context, answer: What is the alcoholic ingredient of Irish coffee",Whiskies,whiskey,0.0,0.0,0.0,1,2025-07-11T16:52:06.540090
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1348,In which year did St George die,"Using available context, answer: In which year did St George die",three hundred and three,24 january 1888,0.0,0.0,0.0,3,2025-07-11T16:52:07.335463
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1349,What are the names of the Four Horseman of the Apocalypse,"Using available context, answer: What are the names of the Four Horseman of the Apocalypse","War, Famine, Pestilence and Death",conquest,0.0,0.0,0.0,1,2025-07-11T16:52:07.503805
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1350,Who is the Vice-President for George W Bush,"Using available context, answer: Who is the Vice-President for George W Bush",Dick chenny,vice president,0.0,0.0,0.0,2,2025-07-11T16:52:07.729307
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1351,"Which film sees Clint Eastwood, Tommy Lee Jones, James Garner and Donald Sutherland as retired astronauts","Using available context, answer: Which film sees Clint Eastwood, Tommy Lee Jones, James Garner and Donald Sutherland as retired astronauts",Space Cowboys,,0.0,0.0,0.0,0,2025-07-11T16:52:08.197339
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1352,"In a standard deck of cards, how many Kings have a moustache","Using available context, answer: In a standard deck of cards, how many Kings have a moustache",3,using available context,0.0,0.0,0.0,3,2025-07-11T16:52:08.816968
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1353,"According to the film Gremlins, if you are looking after a Gremlin you should not feed him after midnight, not get him wet and not expose him to what","Using available context, answer: According to the film Gremlins, if you are looking after a Gremlin you should not feed him after midnight, not get him wet and not expose him to what",Bright Light (disambiguation),what turns you on?,0.0,0.0,0.0,4,2025-07-11T16:52:09.331490
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1354,The Canary Islands are named after what animal,"Using available context, answer: The Canary Islands are named after what animal",Domestic dogs,dogs,0.0,0.6666666666666666,0.5,1,2025-07-11T16:52:09.725132
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1355,In which capital city would you find Charles Bridge and Wenceslas Square,"Using available context, answer: In which capital city would you find Charles Bridge and Wenceslas Square",City of Prague,madrid,0.0,0.0,0.0,1,2025-07-11T16:52:10.464222
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1356,What was the surname of the woman who was the inspiration behind the Rolling Stones song Angie,"Using available context, answer: What was the surname of the woman who was the inspiration behind the Rolling Stones song Angie",Bowie (disambiguation),dickinson,0.0,0.0,0.0,1,2025-07-11T16:52:11.000521
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1357,What is the final event in a decathlon,"Using available context, answer: What is the final event in a decathlon",1500 metres,using available context,0.0,0.0,0.0,3,2025-07-11T16:52:11.484201
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1358,"Peter Simple, Jack Horner and Ben Nevis have all won which famous sporting event","Using available context, answer: Peter Simple, Jack Horner and Ben Nevis have all won which famous sporting event",The Grand National,super bowl,0.0,0.0,0.0,2,2025-07-11T16:52:11.679850
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1359,What is the largest city in Turkey,"Using available context, answer: What is the largest city in Turkey",Stambulu,i̇stanbul,0.0,0.0,0.0,1,2025-07-11T16:52:12.255479
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1360,Who bought Chelsea football club for £1 in 1982,"Using available context, answer: Who bought Chelsea football club for £1 in 1982",Ken Bates,roman abramovich,0.0,0.0,0.0,2,2025-07-11T16:52:13.150492
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1361,"In 1998, which director's Oscar acceptance speech included the line I'm king of the world","Using available context, answer: In 1998, which director's Oscar acceptance speech included the line I'm king of the world",James cameron,mike nichols,0.0,0.0,0.0,2,2025-07-11T16:52:13.313994
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1362,What nationality was the painter Vincent Van Gogh,"Using available context, answer: What nationality was the painter Vincent Van Gogh",Dtuch,flemish,0.0,0.0,0.0,1,2025-07-11T16:52:13.795564
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1363,Which film features the characters Sally Albright and Harry Burns,"Using available context, answer: Which film features the characters Sally Albright and Harry Burns",When Harry Met Sally…,what turns you on?,0.0,0.0,0.0,4,2025-07-11T16:52:14.648889
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1364,Which act won the Eurovision Song Contest for the United Kingdom singing Love Shine A Light,"Using available context, answer: Which act won the Eurovision Song Contest for the United Kingdom singing Love Shine A Light",Katrina and the Waves,katrina and the waves,1.0,1.0,1.0,4,2025-07-11T16:52:14.940463
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1365,Which English word comes from an old French word meaning sour wine,"Using available context, answer: Which English word comes from an old French word meaning sour wine",White vinegar,bon viveur,0.0,0.0,0.0,2,2025-07-11T16:52:15.210233
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1366,"Which team beat American Samoa 31-0 in a qualifying match for the 2002 World Cup, but still failed to qualify","Using available context, answer: Which team beat American Samoa 31-0 in a qualifying match for the 2002 World Cup, but still failed to qualify",Australia (Commonwealth realm),australia,0.0,0.5,0.3333333333333333,1,2025-07-11T16:52:15.772985
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1367,What was the name of Roland Rat's gerbil friend,"Using available context, answer: What was the name of Roland Rat's gerbil friend",Coemgen,parzival,0.0,0.0,0.0,1,2025-07-11T16:52:16.297647
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1368,Which animal has the longest gestation period at around 22 months,"Using available context, answer: Which animal has the longest gestation period at around 22 months",Elephant (disambiguation),raccoon,0.0,0.0,0.0,1,2025-07-11T16:52:16.783920
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1369,What name is given to the home of a beaver,"Using available context, answer: What name is given to the home of a beaver",Lodge,beaver home,0.0,0.0,0.0,2,2025-07-11T16:52:17.300590
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1370,What name is given to a baby marsupial,"Using available context, answer: What name is given to a baby marsupial",Joey (disambiguation),marsupial,0.0,0.0,0.0,1,2025-07-11T16:52:17.864154
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1371,Who dated actress Elizabeth Hurley between 2000 and 2001 and denied he was the father of her son born in 2002 before a DNA test proved otherwise,"Using available context, answer: Who dated actress Elizabeth Hurley between 2000 and 2001 and denied he was the father of her son born in 2002 before a DNA test proved otherwise",Steve bing,,0.0,0.0,0.0,0,2025-07-11T16:52:18.214430
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1372,What type of animal is the star of the 2005 film Racing Stripes,"Using available context, answer: What type of animal is the star of the 2005 film Racing Stripes",Zevra,zebra,0.0,0.0,0.0,1,2025-07-11T16:52:18.886990
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1373,Author Dick Francis is famous for writing novels based around which sport,"Using available context, answer: Author Dick Francis is famous for writing novels based around which sport",Scratch sheet,horse - racing,0.0,0.0,0.0,3,2025-07-11T16:52:19.063665
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1374,Which Scottish newspaper features the Broons and Oor Wullie,"Using available context, answer: Which Scottish newspaper features the Broons and Oor Wullie",Sunday Post,the national,0.0,0.0,0.0,2,2025-07-11T16:52:19.485454
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1375,Which famous book features the character of Bob Cratchit,"Using available context, answer: Which famous book features the character of Bob Cratchit",A. Christmas Carol,the,0.0,0.0,0.0,1,2025-07-11T16:52:20.126054
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1376,Which act has had more Christmas number one singles than any other,"Using available context, answer: Which act has had more Christmas number one singles than any other",Fab 4,,0.0,0.0,0.0,0,2025-07-11T16:52:20.570340
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1377,Which Christmas song includes the line It seems so long since I could say 'sister Susie sitting on a thistle',"Using available context, answer: Which Christmas song includes the line It seems so long since I could say 'sister Susie sitting on a thistle'",All I Want for Christmas Is My 2 Front Teeth,`` o holy night '',0.0,0.0,0.0,5,2025-07-11T16:52:20.833754
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1378,Which British footballer has the most number of International caps,"Using available context, answer: Which British footballer has the most number of International caps",Peter Leslie Shilton OBE,"bican, josef",0.0,0.0,0.0,2,2025-07-11T16:52:21.658643
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1379,Who holds a trumpet on the album cover of Sgt. Pepper's Lonely Hearts Club Band by The Beatles,"Using available context, answer: Who holds a trumpet on the album cover of Sgt. Pepper's Lonely Hearts Club Band by The Beatles",RINGO,,0.0,0.0,0.0,0,2025-07-11T16:52:22.153817
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1380,Which song begins with the line The taxman's taken all my dough,"Using available context, answer: Which song begins with the line The taxman's taken all my dough",Sunny Afternoon,taxman's song,0.0,0.0,0.0,2,2025-07-11T16:52:22.435734
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1381,The Kray twins were convicted of the murder of George Cornell in the East End of London in 1966. What was the name of the pub in which he was shot,"Using available context, answer: The Kray twins were convicted of the murder of George Cornell in the East End of London in 1966. What was the name of the pub in which he was shot",The Blind Beggar,the blind begar pub,0.0,0.5714285714285715,0.6666666666666666,4,2025-07-11T16:52:22.744970
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1382,Who composed the musical theme for the Pink Panther,"Using available context, answer: Who composed the musical theme for the Pink Panther",Henry Mancini,joseph williams - backing vocals,0.0,0.0,0.0,5,2025-07-11T16:52:23.612505
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1383,"Who was the cartoon adversary of Pixie and Dixie, who would often say I hate those meeces to pieces","Using available context, answer: Who was the cartoon adversary of Pixie and Dixie, who would often say I hate those meeces to pieces",Mr Jinx,mr. jinks the cat,0.0,0.0,0.0,4,2025-07-11T16:52:24.341100
multi_dataset_20250711_152616,context_guided,Emphasizes context utilization,TriviaQA,1384,Which actress married Dennis Quaid on Valentine's Day in 1991,"Using available context, answer: Which actress married Dennis Quaid on Valentine's Day in 1991",Margaret Hyra,using available context,0.0,0.0,0.0,3,2025-07-11T16:52:24.638930
