experiment_id,template,template_purpose,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,252,What is the most well-known algorithm associated with the integer factorization problem,Answer Question: '''What is the most well-known algorithm associated with the integer factorization problem''',the general number field sieve,shor's algorithm,0.0,0.0,0.0,2,2025-07-11T07:14:32.780932
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,253,What is the unproven assumption generally ascribed to the value of complexity classes,Answer Question: '''What is the unproven assumption generally ascribed to the value of complexity classes''',suspected to be unequal,`` natural '' rights,0.0,0.0,0.0,4,2025-07-11T07:14:33.022884
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,254,What is an expression that can be used to illustrate the suspected inequality of complexity classes,Answer Question: '''What is an expression that can be used to illustrate the suspected inequality of complexity classes''',P ⊆ NP ⊆ PP ⊆ PSPACE,highest common factor,0.0,0.0,0.0,3,2025-07-11T07:14:33.366247
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,255,"Where can the complexity classes RP, BPP, PP, BQP, MA, and PH be located","Answer Question: '''Where can the complexity classes RP, BPP, PP, BQP, MA, and PH be located'''",between P and PSPACE,`` why not '',0.0,0.0,0.0,4,2025-07-11T07:14:33.657167
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,256,What evidence between and among complexity classes would signify a theoretical watershed for complexity theory,Answer Question: '''What evidence between and among complexity classes would signify a theoretical watershed for complexity theory''',Proving that any of these classes are unequal,p = n,0.0,0.0,0.0,3,2025-07-11T07:14:34.036421
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,257,In what complexity class do complement problems of NP problems exist,Answer Question: '''In what complexity class do complement problems of NP problems exist''',co-NP,yes,0.0,0.0,0.0,1,2025-07-11T07:14:34.241643
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,258,How do the yes/no answers of a complement problem of NP appear,Answer Question: '''How do the yes/no answers of a complement problem of NP appear''',reversed,,0.0,0.0,0.0,0,2025-07-11T07:14:34.454517
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,259,What is commonly believed to be the value relationship between P and co-NP,Answer Question: '''What is commonly believed to be the value relationship between P and co-NP''',not equal,`` natural '' rights,0.0,0.0,0.0,4,2025-07-11T07:14:34.793298
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,260,What implication can be derived for P and NP if P and co-NP are established to be unequal,Answer Question: '''What implication can be derived for P and NP if P and co-NP are established to be unequal''',P is not equal to NP,true,0.0,0.0,0.0,1,2025-07-11T07:14:35.039921
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,261,What variable is associated with all problems solved within logarithmic space,Answer Question: '''What variable is associated with all problems solved within logarithmic space''',L,variable a against variable b,0.0,0.0,0.0,5,2025-07-11T07:14:35.401527
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,262,"Though unkown, what are the most commonly ascribed attributes of L in relation to P","Answer Question: '''Though unkown, what are the most commonly ascribed attributes of L in relation to P'''",strictly contained in P or equal to P,unkown,0.0,0.0,0.0,1,2025-07-11T07:14:35.635267
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,263,What lies between L and P that prevents a definitive determination of the relationship between L and P,Answer Question: '''What lies between L and P that prevents a definitive determination of the relationship between L and P''',complexity classes,what turns you on?,0.0,0.0,0.0,4,2025-07-11T07:14:35.901643
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,264,What are two complexity classes between L and P,Answer Question: '''What are two complexity classes between L and P''',NL and NC,p and l,0.0,0.3333333333333333,0.3333333333333333,3,2025-07-11T07:14:36.202373
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,265,What is unknown about the complexity classes between L and P that further prevents determining the value relationship between L and P,Answer Question: '''What is unknown about the complexity classes between L and P that further prevents determining the value relationship between L and P''',if they are distinct or equal classes,what turns you on?,0.0,0.0,0.0,4,2025-07-11T07:14:36.467856
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,266,Problems capable of theoretical solutions but consuming unreasonable time in practical application are known as what,Answer Question: '''Problems capable of theoretical solutions but consuming unreasonable time in practical application are known as what''',intractable problems,mathematical problem,0.0,0.0,0.0,2,2025-07-11T07:14:36.848942
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,267,Intractable problems lacking polynomial time solutions necessarily negate the practical efficacy of what type of algorithm,Answer Question: '''Intractable problems lacking polynomial time solutions necessarily negate the practical efficacy of what type of algorithm''',exponential-time algorithms,undecidable problem,0.0,0.0,0.0,2,2025-07-11T07:14:37.030215
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,268,"If NP is not equal to P, viewed through this lens, what type of problems can also be considered intractable","Answer Question: '''If NP is not equal to P, viewed through this lens, what type of problems can also be considered intractable'''",NP-complete problems,,0.0,0.0,0.0,0,2025-07-11T07:14:37.245650
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,269,What eponymous variation of arithmetic presents a decision problem not evidenced in P,Answer Question: '''What eponymous variation of arithmetic presents a decision problem not evidenced in P''',Presburger arithmetic,peano arithmetic,0.0,0.5,0.5,2,2025-07-11T07:14:37.623921
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,270,"Despite the Presburger problem, and in view of intractability, what has been done to establish solutions in reasonable periods of time","Answer Question: '''Despite the Presburger problem, and in view of intractability, what has been done to establish solutions in reasonable periods of time'''",algorithms have been written,despite the presburger problem,0.0,0.0,0.0,4,2025-07-11T07:14:37.828164
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,271,What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes,Answer Question: '''What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes''',NP-complete knapsack problem,yes or no,0.0,0.0,0.0,3,2025-07-11T07:14:38.061706
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,272,How quickly can an algorithm solve an NP-complete knapsack problem,Answer Question: '''How quickly can an algorithm solve an NP-complete knapsack problem''',in less than quadratic time,`` solve '',0.0,0.0,0.0,3,2025-07-11T07:14:38.359116
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,273,What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms,Answer Question: '''What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms''',NP-complete Boolean satisfiability problem,circuit breaker,0.0,0.0,0.0,2,2025-07-11T07:14:38.636951
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,274,What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems,Answer Question: '''What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems''',foundations were laid out,classified by scope,0.0,0.0,0.0,3,2025-07-11T07:14:39.023206
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,275,Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems,Answer Question: '''Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems''',Alan Turing,`` natural '' rights,0.0,0.0,0.0,4,2025-07-11T07:14:39.268877
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,276,What theoretical device is attributed to Alan Turing,Answer Question: '''What theoretical device is attributed to Alan Turing''',Turing machines,turing test,0.0,0.5,0.5,2,2025-07-11T07:14:39.633962
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,277,In what year was the Alan Turing's definitional model of a computing device received,Answer Question: '''In what year was the Alan Turing's definitional model of a computing device received''',1936,1950,0.0,0.0,0.0,1,2025-07-11T07:14:39.820344
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,278,In the most basic sense what did a Turing machine emulate,Answer Question: '''In the most basic sense what did a Turing machine emulate''',a computer,a human,0.0,0.5,0.5,2,2025-07-11T07:14:40.046182
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,279,What paper is commonly considered the bellwether ushering in systematic studies computational complexity,Answer Question: '''What paper is commonly considered the bellwether ushering in systematic studies computational complexity''',On the Computational Complexity of Algorithms,white paper,0.0,0.0,0.0,2,2025-07-11T07:14:40.468936
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,280,"What individuals were responsible for authoring ""On the Computational Complexity of Algorithms""","Answer Question: '''What individuals were responsible for authoring ""On the Computational Complexity of Algorithms""'''",Juris Hartmanis and Richard Stearns,alonzo church,0.0,0.0,0.0,2,2025-07-11T07:14:40.776180
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,281,In what year was Hatmanis and Stearn's seminal work in computational complexity received?,Answer Question: '''In what year was Hatmanis and Stearn's seminal work in computational complexity received?''',1965,2006,0.0,0.0,0.0,1,2025-07-11T07:14:41.067978
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,282,"What complex measurements were defined by ""On the Computational Complexity of Algorithms""","Answer Question: '''What complex measurements were defined by ""On the Computational Complexity of Algorithms""'''",time and space,computational complexity,0.0,0.0,0.0,2,2025-07-11T07:14:41.255102
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,283,"In what year did Edmond's characterize a ""good"" algorithm","Answer Question: '''In what year did Edmond's characterize a ""good"" algorithm'''",1965,1990,0.0,0.0,0.0,1,2025-07-11T07:14:41.512532
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,284,Who provided a definition of linear bounded automata in 1960,Answer Question: '''Who provided a definition of linear bounded automata in 1960''',John Myhill,linear bounded automata,0.0,0.0,0.0,3,2025-07-11T07:14:41.934902
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,285,In what year did Raymond Sullivan publish a study of rudimentary sets,Answer Question: '''In what year did Raymond Sullivan publish a study of rudimentary sets''',1961,1790,0.0,0.0,0.0,1,2025-07-11T07:14:42.246629
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,286,"In 1962, who was responsible for the authorship of a paper published on real time-computations","Answer Question: '''In 1962, who was responsible for the authorship of a paper published on real time-computations'''",Hisao Yamada,what turns you on?,0.0,0.0,0.0,4,2025-07-11T07:14:42.405929
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,287,What is the concrete choice typically assumed by most complexity-theoretic theorems,Answer Question: '''What is the concrete choice typically assumed by most complexity-theoretic theorems''',input encoding,factorials n!,0.0,0.0,0.0,2,2025-07-11T07:14:42.649952
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,288,"In the effort of maintaining a level of abstraction, what choice is typically left independent","Answer Question: '''In the effort of maintaining a level of abstraction, what choice is typically left independent'''",encoding,the programmer,0.0,0.0,0.0,2,2025-07-11T07:14:42.944655
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,289,Who is responsible for axiomatic complexity theory,Answer Question: '''Who is responsible for axiomatic complexity theory''',Manuel Blum,james bieri,0.0,0.0,0.0,2,2025-07-11T07:14:43.254526
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,290,What theorem was implicated by Manuel Blum's axioms,Answer Question: '''What theorem was implicated by Manuel Blum's axioms''',speed-up theorem,summation,0.0,0.0,0.0,1,2025-07-11T07:14:43.454369
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,291,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems,Answer Question: '''What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems''',"""Reducibility Among Combinatorial Problems""",`` law of attraction '',0.0,0.0,0.0,5,2025-07-11T07:14:43.787027
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,292,"How many combinatory and graph theoretical problems, formerly believed to be plagued by intractability, did Karp's paper address","Answer Question: '''How many combinatory and graph theoretical problems, formerly believed to be plagued by intractability, did Karp's paper address'''",21,`` natural '' rights,0.0,0.0,0.0,4,2025-07-11T07:14:44.040658
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,293,What is Southern California often abbreviated as,Answer Question: '''What is Southern California often abbreviated as''',SoCal,what turns you on?,0.0,0.0,0.0,4,2025-07-11T07:14:44.323844
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,294,"Despite being traditionall described as ""eight counties"", how many counties does this region actually have","Answer Question: '''Despite being traditionall described as ""eight counties"", how many counties does this region actually have'''",10 counties,eight,0.0,0.0,0.0,1,2025-07-11T07:14:44.695146
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,295,What is a major importance of Southern California in relation to California and the United States,Answer Question: '''What is a major importance of Southern California in relation to California and the United States''',economic center,the `` union '',0.0,0.0,0.0,4,2025-07-11T07:14:44.970331
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,296,"What are the ties that best described what the ""eight counties"" are based on","Answer Question: '''What are the ties that best described what the ""eight counties"" are based on'''",demographics and economic ties,`` eight counties '',0.0,0.0,0.0,4,2025-07-11T07:14:45.396420
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,297,The reasons for the las two counties to be added are based on what,Answer Question: '''The reasons for the las two counties to be added are based on what''',historical political divisions,what turns you on?,0.0,0.0,0.0,4,2025-07-11T07:14:45.564184
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,298,What is the name of the region that is not defined by the eight or 10 county definitions,Answer Question: '''What is the name of the region that is not defined by the eight or 10 county definitions''',Southern California Megaregion,"hidden, or façade",0.0,0.0,0.0,3,2025-07-11T07:14:45.866471
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,299,How many megaregions are there in the United States,Answer Question: '''How many megaregions are there in the United States''',11,11,1.0,1.0,1.0,1,2025-07-11T07:14:46.172400
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,300,What is the name of the state that the megaregion expands to in the east,Answer Question: '''What is the name of the state that the megaregion expands to in the east''',Nevada,pennsylvania,0.0,0.0,0.0,1,2025-07-11T07:14:46.328062
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,301,Which border does the megaregion extend over,Answer Question: '''Which border does the megaregion extend over''',Mexican,the united states,0.0,0.0,0.0,3,2025-07-11T07:14:46.570883
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,302,What is the name of the area past the border that the megaregion extends into,Answer Question: '''What is the name of the area past the border that the megaregion extends into''',Tijuana,`` the caribbean '',0.0,0.0,0.0,4,2025-07-11T07:14:46.960820
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,303,Which coastline does Southern California touch,Answer Question: '''Which coastline does Southern California touch''',Pacific,the gulf of california,0.0,0.0,0.0,4,2025-07-11T07:14:47.222535
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,304,How many metropolitan areas does Southern California's population encompass,Answer Question: '''How many metropolitan areas does Southern California's population encompass''',seven,eight,0.0,0.0,0.0,1,2025-07-11T07:14:47.414413
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,305,How many inhabitants does the Los Angeles area contain,Answer Question: '''How many inhabitants does the Los Angeles area contain''',12 million,"14,612,439",0.0,0.0,0.0,1,2025-07-11T07:14:47.760624
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,306,Which of the three heavily populated areas has the least number of inhabitants,Answer Question: '''Which of the three heavily populated areas has the least number of inhabitants''',San Diego,district of columbia,0.0,0.0,0.0,3,2025-07-11T07:14:48.044217
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,307,How many people does the Greater Los Angeles Area have,Answer Question: '''How many people does the Greater Los Angeles Area have''',17.5 million,"14,612,439",0.0,0.0,0.0,1,2025-07-11T07:14:48.382491
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,308,What is the name of the water body that is found to the east,Answer Question: '''What is the name of the water body that is found to the east''',Colorado River,indian ocean,0.0,0.0,0.0,2,2025-07-11T07:14:48.600508
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,309,What is the name of the desert on the border of Arizona,Answer Question: '''What is the name of the desert on the border of Arizona''',Colorado Desert,the,0.0,0.0,0.0,1,2025-07-11T07:14:48.819241
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,310,What is the name of the desert near the border of Nevada,Answer Question: '''What is the name of the desert near the border of Nevada''',Mojave Desert,mojave desert,1.0,1.0,1.0,2,2025-07-11T07:14:49.163110
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,311,What is the name of the border to the south,Answer Question: '''What is the name of the border to the south''',Mexico–United States border,international border ( ib ),0.0,0.25,0.3333333333333333,5,2025-07-11T07:14:49.507725
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,312,The cities of Los Angeles and San Diego are a part of which state,Answer Question: '''The cities of Los Angeles and San Diego are a part of which state''',California,california,1.0,1.0,1.0,1,2025-07-11T07:14:49.881523
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,313,What is the population of Los Angeles,Answer Question: '''What is the population of Los Angeles''',"3,792,621",four million,0.0,0.0,0.0,2,2025-07-11T07:14:50.200272
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,314,Which city is the most populous in California,Answer Question: '''Which city is the most populous in California''',Los Angeles,los angeles,1.0,1.0,1.0,2,2025-07-11T07:14:50.339861
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,315,What is the eighth most populous city in the nation,Answer Question: '''What is the eighth most populous city in the nation''',San Diego,shanghai,0.0,0.0,0.0,1,2025-07-11T07:14:50.582358
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,316,In which cardinal direction from Los Angeles is San Diego,Answer Question: '''In which cardinal direction from Los Angeles is San Diego''',south,san diego,0.0,0.0,0.0,2,2025-07-11T07:14:50.864492
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,317,"Orange, San Diego, Riverside and San Bernardino make up four of the five counties. What is the name of the last county","Answer Question: '''Orange, San Diego, Riverside and San Bernardino make up four of the five counties. What is the name of the last county'''",Los Angeles,san diego,0.0,0.0,0.0,2,2025-07-11T07:14:51.156233
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,318,What country are all the counties in,Answer Question: '''What country are all the counties in''',United States,united states,1.0,1.0,1.0,2,2025-07-11T07:14:51.371660
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,319,"What are Los Angeles, Orange, San Diego, San Bernardino and Riverside","Answer Question: '''What are Los Angeles, Orange, San Diego, San Bernardino and Riverside'''",counties,southern california,0.0,0.0,0.0,2,2025-07-11T07:14:51.793167
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,320,What is the lowest ranking one of the counties could have in terms of most populous counties in the United States,Answer Question: '''What is the lowest ranking one of the counties could have in terms of most populous counties in the United States''',15,san diego,0.0,0.0,0.0,2,2025-07-11T07:14:52.004137
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,321,What is the smallest geographical region discussed,Answer Question: '''What is the smallest geographical region discussed''',counties,northern asia,0.0,0.0,0.0,2,2025-07-11T07:14:52.254744
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,322,What is the name given to the district that is associated with the motion picture industry,Answer Question: '''What is the name given to the district that is associated with the motion picture industry''',Hollywood,district of hollywood,0.0,0.5,1.0,3,2025-07-11T07:14:52.558409
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,323,Which city does the Hollywood district belong to,Answer Question: '''Which city does the Hollywood district belong to''',Los Angeles,los angeles,1.0,1.0,1.0,2,2025-07-11T07:14:52.790233
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,324,Which company owns ABC,Answer Question: '''Which company owns ABC''',The Walt Disney Company,comcast,0.0,0.0,0.0,1,2025-07-11T07:14:53.141339
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,325,"Other than the motion picture and television industry, what other major industry is centered in Los Angeles","Answer Question: '''Other than the motion picture and television industry, what other major industry is centered in Los Angeles'''",music,the entertainment industry,0.0,0.0,0.0,3,2025-07-11T07:14:53.386154
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,326,"Other than Universal and Warner Brothers, what other company runs a major record company","Answer Question: '''Other than Universal and Warner Brothers, what other company runs a major record company'''",Sony,warner bros.,0.0,0.0,0.0,2,2025-07-11T07:14:53.753915
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,327,"Other than surf, what other culture is southern California home to","Answer Question: '''Other than surf, what other culture is southern California home to'''",skateboard,other culture,0.0,0.0,0.0,2,2025-07-11T07:14:54.076935
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,328,What is the name of the professional skateboarder that lives in southern California,Answer Question: '''What is the name of the professional skateboarder that lives in southern California''',Tony Hawk,mark gonzales,0.0,0.0,0.0,2,2025-07-11T07:14:54.410067
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,329,What famous snowbaorder lives in southern California,Answer Question: '''What famous snowbaorder lives in southern California''',Shaun White,what turns you on?,0.0,0.0,0.0,4,2025-07-11T07:14:54.836220
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,330,Southern California is second to which island in terms of famous serf breaks,Answer Question: '''Southern California is second to which island in terms of famous serf breaks''',Oahu,what turns you on?,0.0,0.0,0.0,4,2025-07-11T07:14:54.993936
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,331,What is the shortened name of the annual yacht race that takes place,Answer Question: '''What is the shortened name of the annual yacht race that takes place''',Transpac,volvo ocean race,0.0,0.0,0.0,3,2025-07-11T07:14:55.198689
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,332,What is the name of the desert city,Answer Question: '''What is the name of the desert city''',Palm Springs,desert city,0.0,0.0,0.0,2,2025-07-11T07:14:55.453052
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,333,Other than the desert city why do many locals and tourists frequent southern California,Answer Question: '''Other than the desert city why do many locals and tourists frequent southern California''',beaches,beaches,1.0,1.0,1.0,1,2025-07-11T07:14:55.745664
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,334,Which region of California is Palm Springs located in,Answer Question: '''Which region of California is Palm Springs located in''',southern,desert,0.0,0.0,0.0,1,2025-07-11T07:14:55.998054
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,335,"Other than for its resort feel, what is Palm Springs popular for","Answer Question: '''Other than for its resort feel, what is Palm Springs popular for'''",open spaces,its mid-century modern feel,0.0,0.0,0.0,4,2025-07-11T07:14:56.403611
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,336,"Geographically speaking, where is California's north - south midway point in terms of latitude","Answer Question: '''Geographically speaking, where is California's north - south midway point in terms of latitude'''","37° 9' 58.23""",what turns you on?,0.0,0.0,0.0,4,2025-07-11T07:14:56.669174
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,337,How many miles south of San Jose is the north - south midway point located,Answer Question: '''How many miles south of San Jose is the north - south midway point located''',11,2.5 miles,0.0,0.0,0.0,2,2025-07-11T07:14:57.032117
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,338,"The term ""southern"" California usually refers to how many of the southern-most counties of the state","Answer Question: '''The term ""southern"" California usually refers to how many of the southern-most counties of the state'''",ten,eight,0.0,0.0,0.0,1,2025-07-11T07:14:57.293868
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,339,"Other than Point Conception, what landmark is used in the other definition of southern California","Answer Question: '''Other than Point Conception, what landmark is used in the other definition of southern California'''",Tehachapi Mountains,mount olympus,0.0,0.0,0.0,2,2025-07-11T07:14:57.605685
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,340,Point Conception is an example of a landmark among what boundary of southern California,Answer Question: '''Point Conception is an example of a landmark among what boundary of southern California''',northern,`` flight '',0.0,0.0,0.0,3,2025-07-11T07:14:57.758726
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,341,Which country used to rule California,Answer Question: '''Which country used to rule California''',Mexico,spain,0.0,0.0,0.0,1,2025-07-11T07:14:57.936944
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,342,Los Angeles is in the lower part of what,Answer Question: '''Los Angeles is in the lower part of what''',Alta California,in the lower part,0.0,0.0,0.0,4,2025-07-11T07:14:58.189905
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,343,Which Californio is located in the upper part,Answer Question: '''Which Californio is located in the upper part''',Monterey,the occipital lobe,0.0,0.0,0.0,3,2025-07-11T07:14:58.520279
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,344,What was the name of the legislation passed in 1850,Answer Question: '''What was the name of the legislation passed in 1850''',the Missouri Compromise,the compromise of 1850,0.0,0.5714285714285715,0.6666666666666666,4,2025-07-11T07:14:58.807294
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,345,The legislation allowed California to be admitted to the Union as what kind of state,Answer Question: '''The legislation allowed California to be admitted to the Union as what kind of state''',free,a free state,0.0,0.5,1.0,3,2025-07-11T07:14:59.163422
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,346,"Other than land laws, what else were the Californios dissatisfied with","Answer Question: '''Other than land laws, what else were the Californios dissatisfied with'''",inequitable taxes,land laws,0.0,0.0,0.0,2,2025-07-11T07:14:59.377363
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,347,What was the name given to the regions in which the pro - slavery southerners lived,Answer Question: '''What was the name given to the regions in which the pro - slavery southerners lived''',Cow Counties,southern united states,0.0,0.0,0.0,3,2025-07-11T07:14:59.605654
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,348,How many times did southern California attempt to achieve a separate statehood,Answer Question: '''How many times did southern California attempt to achieve a separate statehood''',three,three,1.0,1.0,1.0,1,2025-07-11T07:14:59.890968
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,349,What was the percentage of people that voted in favor of the Pico Act of 1859,Answer Question: '''What was the percentage of people that voted in favor of the Pico Act of 1859''',75,60 % ( estimated ),0.0,0.0,0.0,5,2025-07-11T07:15:00.149841
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,350,Which Senator was a strong advocate for the Pico Act,Answer Question: '''Which Senator was a strong advocate for the Pico Act''',Milton Latham,john mccain,0.0,0.0,0.0,2,2025-07-11T07:15:00.538796
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,351,Which newspaper defined southern California,Answer Question: '''Which newspaper defined southern California''',Los Angeles Times,the los angeles times,0.0,0.8571428571428571,1.0,4,2025-07-11T07:15:00.739690
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,352,In which year did the newspaper define southern California,Answer Question: '''In which year did the newspaper define southern California''',1900,1854,0.0,0.0,0.0,1,2025-07-11T07:15:00.974197
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,353,In which year did the newspaper change its previous definition,Answer Question: '''In which year did the newspaper change its previous definition''',1999,1896,0.0,0.0,0.0,1,2025-07-11T07:15:01.358087
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,354,What was the newer county added to the list,Answer Question: '''What was the newer county added to the list''',Imperial,county of columbia,0.0,0.0,0.0,3,2025-07-11T07:15:01.580179
seven_template_20250711_065702,quoted_question,Prompt engineering pattern with triple quotes,355,How many counties initially made up the definition of southern California,Answer Question: '''How many counties initially made up the definition of southern California''',seven,29,0.0,0.0,0.0,1,2025-07-11T07:15:01.780213
